seed,branch,task,step,ce,acc
2,C,24,6000,1.781555414199829,0.3166666626930237
2,D,24,6000,2.285280227661133,0.12166666984558105
2,AF,24,6000,2.2835371494293213,0.125
2,BF,24,6000,1.8039474487304688,0.3566666841506958
0,A,25,0,2.6872429847717285,0.09000000357627869
0,B,25,0,9.193365097045898,0.09583333879709244
0,C,25,0,3.794987916946411,0.09750000387430191
0,D,25,0,2.6978402137756348,0.0925000011920929
0,AF,25,0,2.3722684383392334,0.0925000011920929
0,BF,25,0,2.8472630977630615,0.09666667133569717
1,A,25,0,2.3512344360351562,0.10083333402872086
1,B,25,0,9.001277923583984,0.0949999988079071
1,C,25,0,3.1819632053375244,0.0949999988079071
1,D,25,0,2.4535305500030518,0.10000000149011612
1,AF,25,0,2.3820347785949707,0.09916666895151138
1,BF,25,0,3.126802444458008,0.11083333939313889
2,A,25,0,2.5312678813934326,0.09333333373069763
2,B,25,0,9.58121109008789,0.10000000149011612
2,C,25,0,3.925250768661499,0.09583333879709244
2,D,25,0,2.641098737716675,0.09333333373069763
2,AF,25,0,2.42262864112854,0.09416666626930237
2,BF,25,0,2.9576499462127686,0.10083333402872086
0,A,25,1,2.687527656555176,0.09000000357627869
0,B,25,1,9.100628852844238,0.09750000387430191
0,C,25,1,3.7958366870880127,0.09916666895151138
0,D,25,1,2.688595771789551,0.0925000011920929
0,AF,25,1,2.3707621097564697,0.0925000011920929
0,BF,25,1,2.8419463634490967,0.09833333641290665
1,A,25,1,2.3521785736083984,0.10083333402872086
1,B,25,1,8.976391792297363,0.10333333909511566
1,C,25,1,3.1756603717803955,0.09583333879709244
1,D,25,1,2.454179286956787,0.10000000149011612
1,AF,25,1,2.3828890323638916,0.09916666895151138
1,BF,25,1,3.1398732662200928,0.10249999910593033
2,A,25,1,2.5292932987213135,0.09333333373069763
2,B,25,1,9.440102577209473,0.09916666895151138
2,C,25,1,3.889500856399536,0.09833333641290665
2,D,25,1,2.641526460647583,0.09333333373069763
2,AF,25,1,2.422376871109009,0.09416666626930237
2,BF,25,1,2.963941812515259,0.0925000011920929
0,A,25,2,2.6882503032684326,0.09000000357627869
0,B,25,2,9.005327224731445,0.10166666656732559
0,C,25,2,3.803887128829956,0.10166666656732559
0,D,25,2,2.6803836822509766,0.0925000011920929
0,AF,25,2,2.3697798252105713,0.0925000011920929
0,BF,25,2,2.832625389099121,0.10083333402872086
1,A,25,2,2.353332996368408,0.10083333402872086
1,B,25,2,9.094009399414062,0.09583333879709244
1,C,25,2,3.1679506301879883,0.09416666626930237
1,D,25,2,2.4551331996917725,0.10000000149011612
1,AF,25,2,2.383960008621216,0.09916666895151138
1,BF,25,2,3.1497573852539062,0.09750000387430191
2,A,25,2,2.528195858001709,0.09416666626930237
2,B,25,2,9.275045394897461,0.10000000149011612
2,C,25,2,3.851059675216675,0.09666667133569717
2,D,25,2,2.6416757106781006,0.09333333373069763
2,AF,25,2,2.4220187664031982,0.09416666626930237
2,BF,25,2,2.9614949226379395,0.09000000357627869
0,A,25,5,2.6556124687194824,0.09000000357627869
0,B,25,5,9.03353500366211,0.10166666656732559
0,C,25,5,3.751678228378296,0.09666667133569717
0,D,25,5,2.658869504928589,0.09333333373069763
0,AF,25,5,2.369368076324463,0.0925000011920929
0,BF,25,5,2.82454776763916,0.10583333671092987
1,A,25,5,2.354614019393921,0.10083333402872086
1,B,25,5,9.655041694641113,0.1066666692495346
1,C,25,5,3.150918483734131,0.08583333343267441
1,D,25,5,2.4455745220184326,0.10000000149011612
1,AF,25,5,2.3855249881744385,0.09916666895151138
1,BF,25,5,3.153247117996216,0.09583333879709244
2,A,25,5,2.5243258476257324,0.10166666656732559
2,B,25,5,9.097806930541992,0.10000000149011612
2,C,25,5,3.7293429374694824,0.09666667133569717
2,D,25,5,2.636993885040283,0.09416666626930237
2,AF,25,5,2.419776201248169,0.0949999988079071
2,BF,25,5,2.926865339279175,0.09416666626930237
0,A,25,10,2.626249313354492,0.09000000357627869
0,B,25,10,8.295389175415039,0.10083333402872086
0,C,25,10,3.537238836288452,0.09083333611488342
0,D,25,10,2.6382577419281006,0.0925000011920929
0,AF,25,10,2.37149977684021,0.0925000011920929
0,BF,25,10,2.809657096862793,0.1041666716337204
1,A,25,10,2.349436044692993,0.10083333402872086
1,B,25,10,8.333434104919434,0.11416666954755783
1,C,25,10,3.1456780433654785,0.09833333641290665
1,D,25,10,2.421095132827759,0.10000000149011612
1,AF,25,10,2.3754634857177734,0.09916666895151138
1,BF,25,10,3.148037910461426,0.09750000387430191
2,A,25,10,2.515073537826538,0.10166666656732559
2,B,25,10,8.409122467041016,0.10500000417232513
2,C,25,10,3.4110617637634277,0.09583333879709244
2,D,25,10,2.5675911903381348,0.10000000149011612
2,AF,25,10,2.406129837036133,0.10333333909511566
2,BF,25,10,2.9251928329467773,0.09166666865348816
0,A,25,20,2.5425467491149902,0.1041666716337204
0,B,25,20,7.500315189361572,0.12250000238418579
0,C,25,20,3.166325330734253,0.10583333671092987
0,D,25,20,2.5457706451416016,0.10249999910593033
0,AF,25,20,2.3512723445892334,0.1041666716337204
0,BF,25,20,2.808622360229492,0.10083333402872086
1,A,25,20,2.3551905155181885,0.10583333671092987
1,B,25,20,7.842615604400635,0.10583333671092987
1,C,25,20,2.968212842941284,0.1133333370089531
1,D,25,20,2.4183096885681152,0.1066666692495346
1,AF,25,20,2.3768844604492188,0.10583333671092987
1,BF,25,20,3.043642282485962,0.10999999940395355
2,A,25,20,2.476987838745117,0.10083333402872086
2,B,25,20,7.86273193359375,0.11833333969116211
2,C,25,20,3.199009656906128,0.10999999940395355
2,D,25,20,2.449712038040161,0.10166666656732559
2,AF,25,20,2.390230417251587,0.10333333909511566
2,BF,25,20,2.908054828643799,0.09666667133569717
0,A,25,25,2.5220818519592285,0.10500000417232513
0,B,25,25,7.654613494873047,0.125
0,C,25,25,2.983290195465088,0.10083333402872086
0,D,25,25,2.520263671875,0.10333333909511566
0,AF,25,25,2.3515069484710693,0.1041666716337204
0,BF,25,25,2.782458782196045,0.09666667133569717
1,A,25,25,2.3421404361724854,0.10583333671092987
1,B,25,25,7.006776809692383,0.11166667193174362
1,C,25,25,2.7999491691589355,0.1133333370089531
1,D,25,25,2.4122986793518066,0.1066666692495346
1,AF,25,25,2.3704538345336914,0.10583333671092987
1,BF,25,25,3.002732515335083,0.1158333346247673
2,A,25,25,2.4532470703125,0.10166666656732559
2,B,25,25,7.586016654968262,0.125
2,C,25,25,3.058152675628662,0.10583333671092987
2,D,25,25,2.4188714027404785,0.10999999940395355
2,AF,25,25,2.3893680572509766,0.10249999910593033
2,BF,25,25,2.898293972015381,0.09750000387430191
0,A,25,50,2.402841091156006,0.10999999940395355
0,B,25,50,5.582652568817139,0.12333333492279053
0,C,25,50,2.6662068367004395,0.09666667133569717
0,D,25,50,2.4181067943573,0.10916666686534882
0,AF,25,50,2.3434550762176514,0.10999999940395355
0,BF,25,50,2.7543938159942627,0.1066666692495346
1,A,25,50,2.3338217735290527,0.10083333402872086
1,B,25,50,6.180984020233154,0.148333340883255
1,C,25,50,2.6564173698425293,0.09916666895151138
1,D,25,50,2.357313394546509,0.12000000476837158
1,AF,25,50,2.366870641708374,0.09916666895151138
1,BF,25,50,2.883178472518921,0.1133333370089531
2,A,25,50,2.3546290397644043,0.11666666716337204
2,B,25,50,6.428969383239746,0.1341666728258133
2,C,25,50,2.687953233718872,0.10750000178813934
2,D,25,50,2.3176426887512207,0.11833333969116211
2,AF,25,50,2.368328809738159,0.11749999970197678
2,BF,25,50,2.821385145187378,0.1041666716337204
0,A,25,75,2.3437893390655518,0.10750000178813934
0,B,25,75,4.543701648712158,0.1391666680574417
0,C,25,75,2.519852876663208,0.09916666895151138
0,D,25,75,2.3543097972869873,0.10583333671092987
0,AF,25,75,2.33768892288208,0.1066666692495346
0,BF,25,75,2.6005852222442627,0.12083333730697632
1,A,25,75,2.315387725830078,0.10583333671092987
1,B,25,75,4.79185152053833,0.16583333909511566
1,C,25,75,2.546349048614502,0.09000000357627869
1,D,25,75,2.3117775917053223,0.10750000178813934
1,AF,25,75,2.322556972503662,0.09833333641290665
1,BF,25,75,2.7505433559417725,0.10583333671092987
2,A,25,75,2.3219306468963623,0.10083333402872086
2,B,25,75,5.2103800773620605,0.15000000596046448
2,C,25,75,2.5418601036071777,0.10999999940395355
2,D,25,75,2.310211658477783,0.10166666656732559
2,AF,25,75,2.3436152935028076,0.08666666597127914
2,BF,25,75,2.69793963432312,0.1066666692495346
0,A,25,150,2.3155713081359863,0.1066666692495346
0,B,25,150,3.3582544326782227,0.18250000476837158
0,C,25,150,2.472653865814209,0.11083333939313889
0,D,25,150,2.3082761764526367,0.10583333671092987
0,AF,25,150,2.3168556690216064,0.1041666716337204
0,BF,25,150,2.493391513824463,0.10999999940395355
1,A,25,150,2.31593918800354,0.10999999940395355
1,B,25,150,3.441439628601074,0.20916667580604553
1,C,25,150,2.447873592376709,0.11500000208616257
1,D,25,150,2.31382155418396,0.10916666686534882
1,AF,25,150,2.3192052841186523,0.10916666686534882
1,BF,25,150,2.5500643253326416,0.12333333492279053
2,A,25,150,2.311433792114258,0.08916667103767395
2,B,25,150,3.6653695106506348,0.18583333492279053
2,C,25,150,2.444181442260742,0.11166667193174362
2,D,25,150,2.3075122833251953,0.09166666865348816
2,AF,25,150,2.322032928466797,0.09166666865348816
2,BF,25,150,2.558800220489502,0.11749999970197678
0,A,25,375,2.3003265857696533,0.10583333671092987
0,B,25,375,2.3562541007995605,0.273333340883255
0,C,25,375,2.367236375808716,0.12833333015441895
0,D,25,375,2.3014299869537354,0.10333333909511566
0,AF,25,375,2.3043529987335205,0.10333333909511566
0,BF,25,375,2.3634705543518066,0.1366666704416275
1,A,25,375,2.3261826038360596,0.09666667133569717
1,B,25,375,2.337021589279175,0.28166666626930237
1,C,25,375,2.374957799911499,0.11749999970197678
1,D,25,375,2.3228166103363037,0.09750000387430191
1,AF,25,375,2.322432041168213,0.09833333641290665
1,BF,25,375,2.3452019691467285,0.15916666388511658
2,A,25,375,2.3064205646514893,0.11833333969116211
2,B,25,375,2.390936851501465,0.29666668176651
2,C,25,375,2.3899314403533936,0.11416666954755783
2,D,25,375,2.3022780418395996,0.12083333730697632
2,AF,25,375,2.298290252685547,0.12000000476837158
2,BF,25,375,2.3602263927459717,0.13500000536441803
0,A,25,750,2.300919771194458,0.11250000447034836
0,B,25,750,1.8166871070861816,0.3700000047683716
0,C,25,750,2.306431531906128,0.13500000536441803
0,D,25,750,2.3025050163269043,0.11083333939313889
0,AF,25,750,2.305525779724121,0.10999999940395355
0,BF,25,750,2.233639717102051,0.17750000953674316
1,A,25,750,2.3265061378479004,0.11833333969116211
1,B,25,750,1.7259163856506348,0.4091666638851166
1,C,25,750,2.3482666015625,0.13750000298023224
1,D,25,750,2.321098566055298,0.12000000476837158
1,AF,25,750,2.3169801235198975,0.12083333730697632
1,BF,25,750,2.2086641788482666,0.1808333396911621
2,A,25,750,2.299440622329712,0.10833333432674408
2,B,25,750,1.717655897140503,0.4266666769981384
2,C,25,750,2.319329023361206,0.1433333307504654
2,D,25,750,2.296442985534668,0.10999999940395355
2,AF,25,750,2.2870728969573975,0.11500000208616257
2,BF,25,750,2.202467203140259,0.18666666746139526
0,A,25,1500,2.3124399185180664,0.10000000149011612
0,B,25,1500,1.3841789960861206,0.5066666603088379
0,C,25,1500,2.3199639320373535,0.15166667103767395
0,D,25,1500,2.312817096710205,0.10000000149011612
0,AF,25,1500,2.3151376247406006,0.09916666895151138
0,BF,25,1500,2.148261308670044,0.20666667819023132
1,A,25,1500,2.3055360317230225,0.11833333969116211
1,B,25,1500,1.3032890558242798,0.5458333492279053
1,C,25,1500,2.2014667987823486,0.17083333432674408
1,D,25,1500,2.299128532409668,0.12166666984558105
1,AF,25,1500,2.2925162315368652,0.12333333492279053
1,BF,25,1500,2.097399950027466,0.21166667342185974
2,A,25,1500,2.3045735359191895,0.12000000476837158
2,B,25,1500,1.277748465538025,0.5450000166893005
2,C,25,1500,2.2232601642608643,0.16166667640209198
2,D,25,1500,2.302488088607788,0.12000000476837158
2,AF,25,1500,2.288050651550293,0.12250000238418579
2,BF,25,1500,2.0933847427368164,0.21916666626930237
0,A,25,3000,2.320911407470703,0.10999999940395355
0,B,25,3000,1.067558765411377,0.6208333373069763
0,C,25,3000,2.119420051574707,0.2058333456516266
0,D,25,3000,2.31939697265625,0.10999999940395355
0,AF,25,3000,2.32120680809021,0.10833333432674408
0,BF,25,3000,2.0566203594207764,0.25083333253860474
1,A,25,3000,2.303677797317505,0.10999999940395355
1,B,25,3000,0.934817910194397,0.6700000166893005
1,C,25,3000,2.139667510986328,0.2016666680574417
1,D,25,3000,2.297098159790039,0.11416666954755783
1,AF,25,3000,2.279282569885254,0.1158333346247673
1,BF,25,3000,1.9553495645523071,0.2758333384990692
2,A,25,3000,2.3030333518981934,0.12166666984558105
2,B,25,3000,0.9399908781051636,0.6700000166893005
2,C,25,3000,2.2214982509613037,0.20083333551883698
2,D,25,3000,2.3042900562286377,0.12083333730697632
2,AF,25,3000,2.2837350368499756,0.125
2,BF,25,3000,1.9841909408569336,0.2691666781902313
0,A,25,6000,2.2877588272094727,0.11833333969116211
0,B,25,6000,0.8198914527893066,0.70250004529953
0,C,25,6000,1.9894353151321411,0.2591666877269745
0,D,25,6000,2.3003787994384766,0.10999999940395355
0,AF,25,6000,2.301401138305664,0.11083333939313889
0,BF,25,6000,1.9222774505615234,0.29500001668930054
1,A,25,6000,2.2873969078063965,0.10750000178813934
1,B,25,6000,0.6518588066101074,0.7608333230018616
1,C,25,6000,1.951112151145935,0.2708333432674408
1,D,25,6000,2.291317939758301,0.10500000417232513
1,AF,25,6000,2.275726556777954,0.11083333939313889
1,BF,25,6000,1.7763395309448242,0.36916667222976685
2,A,25,6000,2.2927091121673584,0.11500000208616257
2,B,25,6000,0.696709394454956,0.737500011920929
2,C,25,6000,1.9427006244659424,0.27250000834465027
2,D,25,6000,2.3038673400878906,0.11500000208616257
2,AF,25,6000,2.269347906112671,0.125
2,BF,25,6000,1.7874138355255127,0.3541666865348816
