target,feature,a,seed,slope,intercept,r2,spearman,ba
dsigma2,qcov_v2,0.4000000059604645,7.0,0.24612372,-0.0092446245,0.01721256971359253,0.2389927712623813,0.5385201833561485
dsigma2,qcov_v2,0.4000000059604645,8.0,0.24612372,-0.0092446245,-0.0018237829208374023,0.20238971255754862,0.5265042432926739
dsigma2,qcov_v2,0.4000000059604645,9.0,0.24612372,-0.0092446245,7.2479248046875e-05,0.20570413144921865,0.5255973903805276
dsigma2,qcov_v2,0.44999998807907104,5.0,0.24612372,-0.0092446245,0.004302084445953369,0.2121892403289166,0.5276838791433169
dsigma2,qcov_v2,0.44999998807907104,6.0,0.24612372,-0.0092446245,0.0028638243675231934,0.21132320315070552,0.5268133802816901
dsigma2,qcov_v2,0.44999998807907104,7.0,0.24612372,-0.0092446245,0.03612923622131348,0.24942365994485177,0.5441003271537623
dsigma2,qcov_v2,0.44999998807907104,8.0,0.24612372,-0.0092446245,0.015507280826568604,0.22793330462388536,0.5357827637481689
dsigma2,qcov_v2,0.44999998807907104,9.0,0.24612372,-0.0092446245,0.024254262447357178,0.2220676343832939,0.5355372111805279
dsigma2,qcov_v2,0.550000011920929,5.0,0.24612372,-0.0092446245,0.03841710090637207,0.21573327206323156,0.5364827648196584
dsigma2,qcov_v2,0.550000011920929,6.0,0.24612372,-0.0092446245,0.026949644088745117,0.2118926438695483,0.5319206560113632
dsigma2,qcov_v2,0.550000011920929,7.0,0.24612372,-0.0092446245,0.04904282093048096,0.21446611300164592,0.5390668574729246
dsigma2,qcov_v2,0.550000011920929,8.0,0.24612372,-0.0092446245,0.04571253061294556,0.21957524616985727,0.5345206132869667
dsigma2,qcov_v2,0.550000011920929,9.0,0.24612372,-0.0092446245,0.04612511396408081,0.21939397919103998,0.5426517160043156
dsigma2,qcov_v2,0.6000000238418579,5.0,0.24612372,-0.0092446245,0.05302172899246216,0.21290234324845353,0.5321870886069925
dsigma2,qcov_v2,0.6000000238418579,6.0,0.24612372,-0.0092446245,0.04697805643081665,0.20977012154652364,0.5295614490008335
dsigma2,qcov_v2,0.6000000238418579,7.0,0.24612372,-0.0092446245,0.053719162940979004,0.2060880400247962,0.5318768923974789
dsigma2,qcov_v2,0.6000000238418579,8.0,0.24612372,-0.0092446245,0.04935687780380249,0.20826513842704356,0.530782934765414
dsigma2,qcov_v2,0.6000000238418579,9.0,0.24612372,-0.0092446245,0.05985116958618164,0.20713380731620626,0.5367676983210513
dsigma2,qcov_v2,0.6499999761581421,5.0,0.24612372,-0.0092446245,0.0581364631652832,0.20388888844115316,0.5244373075459229
dsigma2,qcov_v2,0.6499999761581421,6.0,0.24612372,-0.0092446245,0.04826396703720093,0.1995980592789542,0.5257903098928303
dsigma2,qcov_v2,0.6499999761581421,7.0,0.24612372,-0.0092446245,0.05953347682952881,0.19504369953586725,0.5247440287972526
dsigma2,qcov_v2,0.6499999761581421,8.0,0.24612372,-0.0092446245,0.052774786949157715,0.20239504489583174,0.5223200009111373
dsigma2,qcov_v2,0.6499999761581421,9.0,0.24612372,-0.0092446245,0.06604617834091187,0.20096145939133564,0.5283688262572599
dsigma2,qcov_v2,0.800000011920929,5.0,0.24612372,-0.0092446245,0.007605850696563721,0.21565510046998426,0.5047324363612203
dsigma2,qcov_v2,0.800000011920929,6.0,0.24612372,-0.0092446245,0.003925621509552002,0.20400124577065115,0.5061833475416985
dsigma2,qcov_v2,0.800000011920929,7.0,0.24612372,-0.0092446245,0.009872674942016602,0.2142481425998837,0.5059702364312867
dsigma2,qcov_v2,0.800000011920929,8.0,0.24612372,-0.0092446245,0.0040138959884643555,0.21385313968277422,0.5059628358142884
dsigma2,qcov_v2,0.800000011920929,9.0,0.24612372,-0.0092446245,0.00707852840423584,0.214701572206152,0.5079125011281004
radial,q,0.3499999940395355,5.0,0.029252902,0.017514741,-0.01777803897857666,0.039264806158022685,0.520979204552304
radial,q,0.3499999940395355,6.0,0.029252902,0.017514741,-0.015579581260681152,0.05849537221598235,0.5276610381491647
